GeneSymbol,0,1,clust,pathway
,0.06119845,0.16825825,2,
0610009B22Rik,-0.11483119,-0.048105676,10,
0610010K14Rik,0.11932588,0.31357753,8,
0610040J01Rik,-0.0060113105,0.05649368,0,
1110004F10Rik,0.030856904,-0.02782536,6,
1110051M20Rik,-0.21889679,0.051644497,2,
1110059G10Rik,-0.38095218,0.008098701,4,
1190005I06Rik,0.078322224,0.014101795,4,
1190007I07Rik,-0.12974222,0.03384759,3,
1500011B03Rik,-0.23720722,-0.058669798,3,
1700001P01Rik,-0.27804846,0.107264414,4,
1700007K13Rik,-0.14397927,-0.16437411,3,
1700009N14Rik,0.097874954,0.36907703,2,
1700012B09Rik,-0.056735523,-0.0484384,5,
1700013F07Rik,-0.122521274,0.08168338,4,
1700013G24Rik,-0.25369224,-0.009113939,4,
1700013H16Rik,-0.16712613,-0.04502164,3,
1700015G11Rik,-0.1959119,0.048926048,5,
1700016H13Rik,-0.23893958,-0.086937115,4,
1700018F24Rik,-0.12755656,-0.13530786,10,
1700019D03Rik,-0.048845127,0.1094525,4,
1700019N19Rik,-0.17869273,-0.019666316,3,
1700020N01Rik,-0.06522664,0.022171881,3,
1700024G13Rik,-0.13508749,-0.00228419,3,
1700028P14Rik,-0.15107538,0.099687435,4,
1700029J07Rik,-0.2503724,-0.059113316,3,
1700037H04Rik,-0.15248652,-0.039625555,5,
1700057G04Rik,-0.31363335,0.036471076,3,
1700066M21Rik,-0.13627528,0.047600687,5,
1700093K21Rik,-0.28857285,-0.24119711,3,
1700123L14Rik,0.083172955,0.17580076,2,
1700125H20Rik,0.02153855,0.32679796,8,
1810009J06Rik,-0.20840627,-0.21512905,10,
1810037I17Rik,-0.17385253,-0.17669459,3,
1810046K07Rik,-0.11844573,-0.0384605,4,
2200002D01Rik,-0.18405658,0.026876623,3,
2210010C04Rik,0.015249288,-0.15960635,3,
2210016L21Rik,-0.21059637,-0.054095395,4,
2310011J03Rik,-0.17411561,-0.12028447,3,
2310022B05Rik,-0.27758616,-0.0571097,4,
2310039H08Rik,-0.263822,-0.20860933,3,
2310050C09Rik,-0.19312231,0.07351017,10,
2310057J18Rik,-0.078692436,0.0485345,5,
2310057N15Rik,-0.060539223,0.11349766,3,Keratinization
2410004P03Rik,-0.15832157,-0.13584569,5,
2510039O18Rik,-0.0624811,-0.098067775,3,
2610002M06Rik,0.0429117,-0.033785738,4,
2610042L04Rik,-0.12846811,-0.19290698,4,
2610528A11Rik,-0.13079652,-0.0038727045,4,
2700049A03Rik,-0.052397866,0.15706481,4,
2700062C07Rik,-0.1796759,0.0027550887,4,
2900026A02Rik,-0.11718671,-0.14996663,4,
3110021N24Rik,-0.1430941,-0.057427414,4,
3110082I17Rik,-0.2983647,0.3474011,11,
4833439L19Rik,-0.05115961,0.032643326,5,
4921524L21Rik,-0.08230938,0.085199624,10,
4921536K21Rik,-0.42049906,-0.0051027103,3,
4930402F06Rik,-0.061482366,-0.12463506,10,
4930415L06Rik,0.052151524,0.062046092,4,
4930438A08Rik,-0.16110288,-0.21186271,0,
4930447C04Rik,-0.1190847,0.13582891,10,
4930447F04Rik,-0.061672464,-0.033953477,3,
4930474N05Rik,0.15704001,-0.26828277,0,
4930486L24Rik,0.06154134,-0.018787133,7,
4930503B20Rik,-0.14436987,0.0739203,3,
4930505A04Rik,-0.24363728,0.003576898,4,
4930522H14Rik,0.001713748,0.10062162,10,
4930544G11Rik,0.52760553,-0.30282,9,
4930550C14Rik,-0.27372006,-0.009257952,4,
4930568D16Rik,-0.3027974,-0.033378784,10,
4930590J08Rik,-0.115868986,-0.14087196,11,
4930595M18Rik,-0.14920671,0.38372594,2,
4930596D02Rik,0.1640706,-0.24289466,6,
4931406C07Rik,-0.22266942,0.024029737,4,
4932414N04Rik,-0.16607937,-0.03262464,10,
4932429P05Rik,0.10386417,-0.114932805,4,
4932438A13Rik,-0.1100122,0.030848628,3,
4933400A11Rik,0.048670948,0.117920585,10,
4933405O20Rik,-0.2462868,-0.011717954,0,
4933409G03Rik,-0.010875813,0.0023231143,6,
4933411K16Rik,-0.049794573,0.006152814,4,
4933414I15Rik,-0.12260795,0.19331633,10,
4933416I08Rik,-0.13733226,0.042508885,3,
4933417A18Rik,-0.14563285,0.025984026,10,
4933436I01Rik,-0.30375376,-0.18757352,3,
5031410I06Rik,-0.037221715,-0.054817937,4,
5031439G07Rik,0.04800712,0.022891905,8,
5730455P16Rik,-0.21626616,-0.03186095,3,
6030458C11Rik,-0.116948165,-0.11487728,4,
6430548M08Rik,-0.2067791,0.08530904,3,
6820408C15Rik,-0.20295762,0.011856153,3,
8030462N17Rik,-0.2818323,0.0062157135,3,
9130019O22Rik,-0.026541509,0.036325667,4,Generic Transcription Pathway
9130409I23Rik,-0.17185152,-0.082001664,0,
9530002B09Rik,-0.20897518,-0.15573287,6,
9530003J23Rik,-0.32390818,-0.045713425,4,
9530053A07Rik,-0.118571006,-0.09648193,4,
A1bg,0.18998274,-0.07081945,9,Neutrophil degranulation
A1cf,0.1592819,0.12829915,0,Formation of the Editosome
A2m,0.22639038,-0.17771506,7,HDL assembly
A3galt2,-0.11016586,0.07668107,4,
A430005L14Rik,0.02149254,0.044023108,9,
A4galt,-0.43127763,-0.20698974,3,
A4gnt,-0.024520263,-0.146034,4,O-linked glycosylation of mucins
A530064D06Rik,-0.08909062,-0.4131257,5,
A630001G21Rik,-0.14578958,-0.13479306,4,
A930033H14Rik,-0.046536967,-0.11044571,7,
AA986860,-0.14650334,-0.29777384,3,
AB124611,-0.15603662,-0.041312013,3,
AF067061,-0.18801826,0.02896478,4,
AI182371,-0.080141515,-0.20235257,3,
AI593442,0.03353123,0.0074771033,8,
AI597479,-0.24996306,0.17094323,3,
AK157302,-0.18509352,-0.040518653,3,Mitochondrial iron-sulfur cluster biogenesis
AU015836,0.024584157,0.07121017,2,
AU022252,-0.1046132,-0.05625402,5,
AU040320,-0.10581512,-0.17708705,3,
AU041133,-0.3130469,-0.010625739,5,
AW549877,-0.28285775,-0.08786257,4,
AW554918,-0.16249582,-0.1182148,10,
AY761185,-0.3788217,-0.08353339,4,Neutrophil degranulation
Aaas,0.023884438,0.42340967,2,RHOA GTPase cycle
